"Site.Name","Year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Austin Cary FL","1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.977852030732,85.2971762666445,61.0468169098145,114.426910977036,103.382500036705,94.3793526433217,194.223522605155,189.084939220829,89.2556821012637,33.3616519106615,54.2828398817867,26.220737427475
"Austin Cary FL","1896",123.977852030732,85.2971762666445,61.0468169098145,114.426910977036,103.382500036705,94.3793526433217,194.223522605155,189.084939220829,89.2556821012637,33.3616519106615,54.2828398817867,26.220737427475,102.980921866321,96.8407647454634,66.462214288879,13.1944955188121,54.8612629353041,208.975413477057,197.332129565267,133.311486417735,88.9086587858342,55.1250384100892,82.7996186950605,41.5602851693075
"Austin Cary FL","1897",102.980921866321,96.8407647454634,66.462214288879,13.1944955188121,54.8612629353041,208.975413477057,197.332129565267,133.311486417735,88.9086587858342,55.1250384100892,82.7996186950605,41.5602851693075,40.3412860476362,190.304504720622,65.7865803500463,90.0912643391281,27.3648187312402,138.307814784952,153.312361945095,167.649581347752,211.932861033501,96.0504096391988,28.9591910406797,71.915934278494
"Austin Cary FL","1898",40.3412860476362,190.304504720622,65.7865803500463,90.0912643391281,27.3648187312402,138.307814784952,153.312361945095,167.649581347752,211.932861033501,96.0504096391988,28.9591910406797,71.915934278494,20.3646816091557,43.4433481565342,31.481504116145,29.6134635226292,39.5497607176818,105.105187168731,244.326876858768,306.595504699038,106.887909133797,151.178801325223,51.8610223051094,90.2595529730159
"Austin Cary FL","1899",20.3646816091557,43.4433481565342,31.481504116145,29.6134635226292,39.5497607176818,105.105187168731,244.326876858768,306.595504699038,106.887909133797,151.178801325223,51.8610223051094,90.2595529730159,127.841111985581,154.119455267093,45.1177073956504,89.9547255567743,33.676821943366,143.319733568357,187.838748245655,160.443027924218,94.2211351728936,90.054033889574,7.19501993016228,36.7517827994857
"Austin Cary FL","1900",127.841111985581,154.119455267093,45.1177073956504,89.9547255567743,33.676821943366,143.319733568357,187.838748245655,160.443027924218,94.2211351728936,90.054033889574,7.19501993016228,36.7517827994857,87.6166888429428,117.995145098699,160.511247765298,144.676896642955,63.6602254817326,213.392730532138,168.303405117115,66.2297360772029,85.53456116599,96.8878173511799,19.7263026291286,114.552383740129
"Austin Cary FL","1901",87.6166888429428,117.995145098699,160.511247765298,144.676896642955,63.6602254817326,213.392730532138,168.303405117115,66.2297360772029,85.53456116599,96.8878173511799,19.7263026291286,114.552383740129,74.7429699596971,152.454613203259,166.671591656181,40.6736851638811,97.6016566495368,174.069089192952,169.024852284163,271.878471084218,161.198037971905,31.5815607777519,24.2522536671375,50.9525067625295
"Austin Cary FL","1902",74.7429699596971,152.454613203259,166.671591656181,40.6736851638811,97.6016566495368,174.069089192952,169.024852284163,271.878471084218,161.198037971905,31.5815607777519,24.2522536671375,50.9525067625295,8.15333857281456,114.005383042009,136.635641007873,36.3145254127833,70.732708582432,162.434937089923,140.224607130163,113.643142675391,217.833319155223,111.726884474909,67.7341645850026,82.1481766912449
"Austin Cary FL","1903",8.15333857281456,114.005383042009,136.635641007873,36.3145254127833,70.732708582432,162.434937089923,140.224607130163,113.643142675391,217.833319155223,111.726884474909,67.7341645850026,82.1481766912449,127.739444596844,131.434592289639,132.100607807847,10.3249695162322,153.934098171688,141.099198936547,163.988202829934,221.329954455415,160.011431821047,33.8132064583048,24.0956433897029,39.8966573640814
"Austin Cary FL","1904",127.739444596844,131.434592289639,132.100607807847,10.3249695162322,153.934098171688,141.099198936547,163.988202829934,221.329954455415,160.011431821047,33.8132064583048,24.0956433897029,39.8966573640814,145.274630274179,79.3483756494209,28.1181338660585,44.9404719034379,41.7532327700821,151.568879534366,164.947552593949,162.397465852974,116.361628425437,81.1179509163991,63.9733156100371,44.1287719750028
