"Site.Name","Year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Austin Cary FL","1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84021348198594,3.31221491110113,10.6837051729756,13.4704819958861,18.4586833374973,21.0661879048696,22.3816441697481,22.7510738945878,21.2327135007382,14.9054472231557,11.3659866296619,5.67791490041784
"Austin Cary FL","1896",7.84021348198594,3.31221491110113,10.6837051729756,13.4704819958861,18.4586833374973,21.0661879048696,22.3816441697481,22.7510738945878,21.2327135007382,14.9054472231557,11.3659866296619,5.67791490041784,6.02600934912176,6.86627123935513,9.65364732581758,13.7266944676676,18.6896414527052,21.8150132818478,22.8119501261988,22.8492995993298,21.186157545824,15.0269082835361,14.8078068898947,7.18431064486614
"Austin Cary FL","1897",6.02600934912176,6.86627123935513,9.65364732581758,13.7266944676676,18.6896414527052,21.8150132818478,22.8119501261988,22.8492995993298,21.186157545824,15.0269082835361,14.8078068898947,7.18431064486614,5.34056051315275,10.9241902025436,14.9441066742299,14.2099902964274,17.032403077631,22.2354603808126,22.6537399597205,22.4832700576169,19.8295581927099,16.4736723424981,12.6021888780286,8.63811277966453
"Austin Cary FL","1898",5.34056051315275,10.9241902025436,14.9441066742299,14.2099902964274,17.032403077631,22.2354603808126,22.6537399597205,22.4832700576169,19.8295581927099,16.4736723424981,12.6021888780286,8.63811277966453,8.4257758932918,5.89574420900167,12.902114273994,12.165387017063,17.4090367728884,20.7726018850169,22.4610087396614,22.2051311301766,21.8954169490324,16.209493605719,11.7878616285506,6.80240532464439
"Austin Cary FL","1899",8.4257758932918,5.89574420900167,12.902114273994,12.165387017063,17.4090367728884,20.7726018850169,22.4610087396614,22.2051311301766,21.8954169490324,16.209493605719,11.7878616285506,6.80240532464439,8.36675268457409,6.88153720906761,10.7693152047515,12.567056283729,19.1811733499382,20.566250420975,22.1034820231343,22.7445377856562,19.9291872627877,17.1666721157638,11.7784166962056,7.08663194645848
"Austin Cary FL","1900",8.36675268457409,6.88153720906761,10.7693152047515,12.567056283729,19.1811733499382,20.566250420975,22.1034820231343,22.7445377856562,19.9291872627877,17.1666721157638,11.7784166962056,7.08663194645848,5.77791480505041,6.82392677555361,10.6844757023624,13.9478472521274,18.0935782183867,21.3668664147642,22.8894278285636,22.7694554728485,21.7425001807877,19.0733069934003,10.6519139299244,7.96795061472342
"Austin Cary FL","1901",5.77791480505041,6.82392677555361,10.6844757023624,13.9478472521274,18.0935782183867,21.3668664147642,22.8894278285636,22.7694554728485,21.7425001807877,19.0733069934003,10.6519139299244,7.96795061472342,6.05594470286661,5.0662509208117,8.48084086922829,10.6694129563785,16.7255308135762,20.390871706902,22.2351081110179,21.4620235280671,20.7389661831565,15.5301067833245,6.77553065494109,5.46522673008594
"Austin Cary FL","1902",6.05594470286661,5.0662509208117,8.48084086922829,10.6694129563785,16.7255308135762,20.390871706902,22.2351081110179,21.4620235280671,20.7389661831565,15.5301067833245,6.77553065494109,5.46522673008594,3.76788440327639,4.76256395547454,11.0503196574169,11.9747804067665,18.5093657868573,20.5860754041597,21.7903815889587,21.7242050269284,20.9794429853576,17.5684475557284,13.9618876441601,8.30898940495569
"Austin Cary FL","1903",3.76788440327639,4.76256395547454,11.0503196574169,11.9747804067665,18.5093657868573,20.5860754041597,21.7903815889587,21.7242050269284,20.9794429853576,17.5684475557284,13.9618876441601,8.30898940495569,6.54614003719149,9.56667538906411,14.9121368559559,11.1694860027136,17.1349030264295,19.9597093553514,21.5042825337119,22.2529494438649,19.7418451094913,13.7321491621407,9.06319071810259,1.78975030965462
"Austin Cary FL","1904",6.54614003719149,9.56667538906411,14.9121368559559,11.1694860027136,17.1349030264295,19.9597093553514,21.5042825337119,22.2529494438649,19.7418451094913,13.7321491621407,9.06319071810259,1.78975030965462,4.58140656133734,7.64616163916866,12.1364842774167,11.8355080798294,15.9084094904623,19.7281055400105,20.7250654411925,20.6593507035474,19.4439081398703,16.1539422014717,8.87098949980131,6.24256620639429
